salary;age;elevel;car;zipcode;credit;brand
3.115.929.709;69;1;17;0;4.699.207.882;0
1.375.594.902;66;0;19;0;3.855.523.023;1
5.879.473.698;57;3;5;0;4.233.940.303;1
7.688.015.246;23;3;3;4;3.916.847.237;0
269.194.248;25;3;5;8;4.779.700.193;1
6.863.606.575;22;3;19;2;1.725.652.298;0
1.367.216.013;31;3;14;1;3.642.288.522;1
8.765.540.042;37;3;16;2;3.301.735.237;0
1.087.201.916;66;0;20;0;7.380.867.867;1
1.291.384.007;52;1;8;2;4.602.060.257;1
5.633.909.451;61;2;20;1;3.307.445.461;0
4.113.334.614;34;2;19;1;1.162.668.883;1
6.693.707.892;75;3;11;6;4.331.761.798;0
391.327.146;66;1;15;7;1.334.283.372;0
5.371.480.753;40;4;11;1;1.983.033.716;1
7.407.766.155;20;0;4;8;1.214.518.547;0
1.424.238.794;58;1;8;8;3.954.799.691;1
1.083.875.362;69;3;16;4;1.648.089.908;1
2.573.744.327;32;1;10;7;1.922.760.659;1
6.021.856.285;37;1;1;3;1.066.388.584;0
8.911.766.819;55;3;3;4;1.025.823.912;0
1.428.061.374;60;3;10;8;1.051.092.318;1
1.156.982.495;44;0;19;5;5,00E+05;0
7.607.583.157;30;1;3;6;2.322.910.865;0
134.219.042;58;4;13;3;2.159.491.754;1
8.324.389.779;54;2;7;3;858.096.741;0
8.503.659.856;30;2;4;7;4.423.684.427;0
1.047.391.404;26;4;19;8;3.767.011.556;1
7.974.402.484;58;3;9;0;1.920.487.993;0
1.236.371.873;32;2;19;5;4.606.070.784;1
8.833.639.321;34;2;3;2;4.284.895.759;0
4.688.680.026;56;1;1;4;2.488.569.534;1
9.679.171.488;28;2;3;3;1.289.535.316;0
4.432.972.567;52;4;14;1;2.327.292.745;1
3.970.408.679;32;2;17;4;2.432.692.317;1
1.060.584.994;33;2;2;5;4.134.617.343;1
1.493.458.809;53;4;2;3;2.372.784.077;1
6.614.814.019;42;2;6;7;3.633.613.063;1
4.851.717.389;68;1;3;1;4.536.234.027;0
2.779.382.463;22;0;14;6;1.735.743.674;1
1.406.711.828;80;3;19;0;3.247.385.456;1
4.357.111.625;37;2;16;8;9.238.756.652;1
3.626.742.624;39;2;19;4;2.955.200.315;1
8.627.256.129;38;4;1;5;3.113.161.879;0
1.129.963.016;73;0;5;4;4.246.712.909;1
1.015.839.704;76;2;9;3;4.123.663.053;1
4.251.026.077;46;0;6;0;3.508.081.408;1
1.323.876.369;74;0;3;8;3.856.663.928;1
2.982.807.722;22;3;7;8;1.990.197.842;1
9.296.121.901;63;3;5;2;0;1
1.450.720.682;62;3;6;0;303.484.613;1
2.240.103.421;60;4;14;6;4.473.764.306;1
9.429.469.247;62;0;20;2;4.110.610.271;1
9.695.587.925;25;4;20;0;1.553.298.083;0
150000;76;0;18;1;2.804.052.104;1
150000;21;3;4;6;2.693.984.131;1
1.078.236.175;37;3;1;2;3.887.165.257;1
3.737.080.327;62;1;19;3;3.500.869.792;0
1.403.538.237;40;3;5;4;3.514.701.518;1
6.298.892.487;65;0;8;5;4.930.986.484;0
1.438.823.046;28;2;5;2;1.885.089.186;1
1.182.196.701;40;4;19;0;5,00E+05;1
1.490.152.233;32;2;1;7;3.038.290.605;1
2.716.813.292;22;2;5;0;4.807.167.136;1
3.121.668.566;29;3;9;5;2.887.459.336;1
4.828.497.779;45;3;12;6;3.450.900.057;1
5.613.148.581;71;3;19;1;9.314.487.789;0
5.827.890.095;67;3;13;4;4.336.073.516;0
20000;26;3;5;3;2.927.477.611;1
911.335.702;54;3;2;1;3.952.057.645;0
433.570.654;43;1;10;5;2.368.564.634;1
9.925.092.269;54;2;13;3;3.510.156.384;0
1.075.756.514;72;0;19;7;3.680.903.244;1
20000;23;1;11;3;3.716.732.419;1
1.058.366.819;42;1;5;5;2.787.212.932;0
7.403.150.539;69;1;9;8;3.235.065.323;1
9.305.575.918;24;2;16;8;2.450.745.419;0
1.135.788.519;60;4;9;1;1.509.679.417;0
7.595.505.942;56;4;17;1;4.820.559.313;0
7.849.300.093;40;2;12;0;1.454.926.297;0
1.120.177.126;74;0;4;5;2.343.867.438;1
4.140.772.817;80;3;13;0;2.649.515.249;0
1.214.190.696;52;0;14;7;5.611.107.678;0
6.137.123.387;62;1;15;8;214.033.669;0
1.338.492.296;25;1;11;2;4.927.644.444;1
1.117.606.055;80;3;19;4;1.234.841.841;1
7.384.364.391;74;0;19;2;1.080.251.421;0
1.272.410.101;26;2;20;3;5,00E+05;1
5.098.913.164;79;0;8;0;2.749.103.703;0
2.463.925.921;34;4;8;0;4.019.737.615;1
5.540.681.171;77;2;7;1;4.357.773.866;0
3.439.774.051;28;4;9;7;4.251.857.881;1
3.571.566.387;66;1;3;1;4.524.147.081;0
818.878.719;71;1;10;4;1.428.547.322;1
1.379.390.741;20;0;12;4;2.515.714.473;1
1.448.093.612;78;2;2;0;0;1
1.394.016.075;58;2;12;0;2.008.682.978;1
1.400.119.386;31;4;8;1;5.966.447.656;1
3.170.453.897;59;0;8;6;1.160.755.922;1
1.498.822.655;30;0;5;1;2.296.771.535;1
134.544.034;64;2;14;8;3.235.124.639;1
1.008.681.997;32;2;11;2;2.532.188.514;1
9.088.182.941;46;4;8;7;0;0
6.694.510.148;77;0;7;5;4.015.139.302;0
150000;40;2;8;0;3.954.724.266;1
1.239.508.667;45;0;14;6;1.888.926.691;0
1.383.349.093;62;2;2;7;1.654.889.531;1
1.415.577.501;75;4;5;7;3.887.767.112;1
1.452.864.726;64;3;16;6;3.738.812.602;1
2.241.892.888;56;3;11;5;9.158.424.011;1
1.456.254.044;72;4;2;0;3.747.516.237;1
6.328.780.793;64;2;3;3;1.318.150.061;0
87.085.678;48;4;12;6;123.620.543;0
1.058.062.988;80;2;6;4;1.233.221.727;1
9.771.132.972;39;3;20;1;340.117.575;0
1.083.320.264;68;4;6;2;2.574.158.235;1
5.367.567.265;20;1;16;7;785.044.907;0
2.968.520.844;30;0;18;7;4.974.788.903;1
911.845.495;73;4;6;2;2.209.235.667;1
7.233.642.077;27;1;10;6;1.113.781.317;0
1.370.514.573;45;3;17;6;2.302.901.333;1
630.690.047;29;1;10;5;2.620.754.397;0
136.511.266;46;4;11;4;1.155.939.685;1
5.363.133.103;48;3;7;3;3.974.020.559;1
1.354.173.636;40;0;10;0;4.609.829.013;1
1.129.980.436;26;0;6;8;1.912.893.699;1
1.115.320.991;71;1;20;8;3.945.605.882;1
3.612.118.171;20;4;16;4;7.256.361.307;1
8.496.236.308;38;3;15;2;107.025.285;0
1.244.753.278;64;0;13;7;4.356.736.252;1
1.288.641.234;53;1;1;6;4.622.604.622;1
2.525.973.207;45;0;14;0;1.332.684.121;1
3.244.417.813;37;4;19;1;4.557.486.208;1
9.292.741.518;34;3;9;7;3.805.130.438;0
1.417.493.409;36;4;17;4;3.097.097.607;1
1.083.272.801;80;1;18;0;1.181.557.609;1
1.474.976.472;27;3;3;0;3.546.894.453;1
3.603.290.583;34;3;9;2;8.610.497.842;1
5.896.040.856;69;1;13;8;1.292.433.517;0
7.256.272.477;53;0;6;5;3.617.283.982;1
9.547.976.617;75;3;16;2;1.430.036.842;1
2.463.588.017;52;1;11;7;4.096.964.739;1
1.484.629.556;48;2;18;5;4.025.778.507;1
3.890.163.484;66;1;17;1;350.157.985;0
1.466.495.791;34;2;2;7;1.277.202.453;1
7.528.373.832;23;0;14;2;3.840.833.048;0
1.459.144.845;28;1;3;7;4.253.891.252;1
1.303.471.357;46;0;4;0;1.764.227.568;1
215.126.511;64;0;17;6;3.074.437.552;1
1.049.796.114;36;4;14;5;5.506.264.185;1
5.282.231.355;70;2;18;8;2.599.820.406;0
120.756.218;32;0;9;5;1.386.753.235;1
7.026.848.517;33;3;17;5;3.939.370.013;0
2.253.861.307;44;2;1;7;4.281.586.097;1
8.610.841.912;52;4;7;7;2.267.191.032;0
1.097.678.671;52;2;5;6;1.086.865.452;0
150000;53;2;13;0;3.231.995.615;1
1.349.662.834;60;0;17;6;0;1
139035.17;32;0;16;2;3.997.196.047;1
2.845.909.027;38;1;8;4;1.527.309.584;1
8.839.052.725;32;0;5;3;2.770.336.406;0
1.204.511.727;69;1;19;8;3.068.375.536;1
1.221.226.531;31;4;2;8;1.360.183.188;1
3.369.734.612;62;2;18;7;1.492.540.735;0
2.364.846.789;51;1;9;1;407.924.174;1
9.116.465.022;47;2;12;0;4.644.351.477;0
1.098.834.551;66;0;18;4;2.850.651.442;1
7.583.315.417;48;0;17;4;3.080.442.613;1
7.267.479.286;77;2;4;7;1.283.666.057;0
388.107.164;58;0;5;3;3.497.936.683;1
1.357.482.846;49;3;18;2;1.519.998.029;1
4.408.671.997;36;1;13;2;4.554.645.078;1
150000;65;1;15;7;2.722.971.962;1
1.483.000.547;43;0;20;6;457.656.897;1
4.889.189.737;64;3;8;1;2.769.841.357;0
1.053.182.145;63;4;5;1;5.262.961.448;1
3.670.851.006;71;3;13;7;456.752.187;0
2.649.514.406;55;0;1;4;3.476.510.643;1
3.352.654.601;52;3;16;8;4.221.760.491;1
2.717.917.521;71;0;8;7;1.216.004.139;0
1.096.205.827;55;1;12;6;3.081.026.805;0
136.784.136;27;3;13;0;1.822.710.362;1
6.712.094.001;56;1;9;0;1.810.510.012;1
4.973.613.226;39;1;17;1;7.943.913.968;1
6.610.972.441;43;1;1;5;1.560.126.022;1
1.456.818.624;20;1;10;5;459.090.905;1
4.736.167.268;80;4;9;6;2.100.489.246;0
4.197.474.089;41;2;15;6;1.019.927.286;1
1.339.733.129;55;0;11;0;368.983.822;1
1.321.400.278;72;3;7;2;4.899.179.764;1
711.205.701;66;1;20;3;458.086.184;0
577.999.237;53;1;7;8;2.097.897.183;1
1.466.759.135;62;4;1;7;1.078.521.585;1
5.059.120.194;72;1;2;6;3.204.657.608;0
137.399.841;51;4;4;8;4.814.005.649;1
3.350.708.755;20;0;19;1;5,00E+05;1
8.146.807.826;24;0;2;8;3.773.734.312;0
8.646.896.152;58;3;6;7;8.878.770.739;0
1.205.962.478;61;3;9;8;9.022.685.803;1
1.252.210.807;52;2;16;2;3.675.989.261;1
4.173.017.267;69;1;16;7;3.875.155.009;0
9.806.047.113;31;1;1;3;1.812.242.363;0
150000;79;3;7;2;1.549.036.874;1
9.945.392.446;56;1;3;7;3.076.245.654;0
6.870.514.032;37;4;9;6;1.381.724.133;0
8.269.275.707;38;3;14;4;9.643.731.808;0
8.667.396.911;47;1;9;0;3.226.513.474;0
1.231.212.511;52;0;17;2;4.312.117.157;0
6.111.749.478;61;2;10;2;5.635.440.583;0
7.806.022.798;43;1;19;1;4.751.680.782;0
20000;32;3;17;6;9.337.990.072;1
5.303.859.233;40;0;18;3;3.413.295.898;1
6.864.613.192;33;0;7;5;422.845.055;0
4.002.959.288;51;1;12;8;1.648.644.372;1
1.289.351.316;30;0;14;3;1.486.016.319;1
20000;24;1;7;8;3.996.580.276;1
1.326.800.084;28;0;13;3;2.213.163.129;1
8.946.395.111;61;2;12;5;498.376.678;1
6.839.168.785;20;0;5;5;3.116.797.064;0
5.223.072.455;53;2;5;4;1.811.528.558;1
6.693.366.849;28;1;11;2;4.839.407.223;0
4.928.255.084;54;2;13;4;2.385.710.827;1
1.497.003.776;28;2;12;5;3.479.746.338;1
1.388.182.589;68;2;18;8;203.972.826;1
9.776.167.402;62;2;10;2;2.336.589.836;1
2.646.806.829;80;4;11;0;439.572.484;0
6.661.176.138;32;2;3;1;2.377.853.948;0
8.786.946.538;31;3;14;2;3.136.219.463;0
1.329.729.541;56;1;17;4;3.415.472.208;1
3.248.143.489;20;0;3;8;1.648.730.146;1
5.714.979.465;52;4;9;7;4.781.004.528;1
1.295.193.739;46;4;7;1;6.750.016.485;1
1.333.758.801;42;4;14;6;3.781.175.107;1
20000;55;4;20;5;147.633.828;1
4.107.227.445;25;2;3;6;2.827.842.424;1
1.044.554.437;48;3;17;2;331.317.572;0
4.238.653.808;29;2;2;5;4.431.004.111;1
7.267.086.349;24;3;9;4;5,00E+05;0
9.470.459.836;67;1;16;1;1.032.317.316;1
126.706.154;26;4;13;0;437.967.219;1
1.254.725.227;23;0;5;1;9.541.218.856;1
6.371.531.304;40;2;4;0;8.612.413.603;1
9.741.021.944;47;1;16;7;8.224.675.707;0
9.095.960.223;39;0;15;7;3.876.159.611;0
4.231.449.964;35;2;7;8;1.724.616.491;1
1.104.075.346;44;0;15;2;2.407.844.523;0
4.003.965.099;27;1;20;0;3.127.476.947;1
4.177.987.823;77;2;11;0;2.152.102.512;0
2.718.236.703;36;3;2;6;4.170.192.157;1
8.736.073.326;54;0;12;0;1.180.400.905;0
116.120.071;27;4;9;4;0;1
1.006.391.183;43;3;6;1;3.167.569.258;0
1.225.615.305;62;0;4;7;1.304.052.641;1
7.943.492.296;62;3;4;4;2.034.512.477;1
1.278.120.264;52;1;16;8;4.802.789.423;1
2.384.410.997;23;3;14;6;2.808.219.179;1
1.380.774.737;49;0;20;6;4.839.436.639;1
5.204.748.695;63;0;19;6;2.193.673.341;0
3.552.929.421;52;2;12;5;4.333.432.971;1
128.979.211;38;0;6;5;3.236.685.527;1
4.008.893.917;72;0;11;2;1.442.610.371;0
7.575.435.814;56;2;6;0;5,00E+05;1
1.069.022.314;66;4;12;2;2.195.229.398;1
5.337.984.323;57;3;11;7;1.320.138.398;1
9.649.563.461;24;2;9;7;4.274.918.489;0
1.458.312.424;73;1;17;0;2.654.740.723;1
1.332.294.462;66;2;19;2;1.670.024.614;1
8.621.763.997;26;1;9;7;15.069.409;0
8.689.141.511;53;0;13;1;3.759.251.087;0
5.098.797.029;80;0;11;7;2.496.921.024;0
20000;66;2;20;4;2.199.558.668;1
9.259.009.251;31;2;16;3;4.197.895.448;0
6.523.905.255;65;4;9;2;3.130.687.322;0
8.542.346.938;60;3;8;2;1.435.212.838;1
8.955.138.131;72;1;1;6;110.942.659;1
7.374.906.079;36;0;18;2;2.198.697.572;0
6.577.055.353;68;3;2;7;2.562.296.144;0
1.344.949.163;33;2;8;2;4.844.347.334;1
6.545.400.412;32;0;16;2;1.551.860.415;0
1.463.942.245;20;0;13;5;1.797.172.889;1
149.735.142;53;0;14;1;3.230.297.394;1
1.132.126.092;38;1;6;6;152.723.999;1
150000;26;1;13;3;2.086.282.188;1
6.524.164.739;69;2;4;6;4.368.152.943;0
5.226.050.717;30;1;2;5;1.676.141.728;0
6.112.553.466;60;0;7;3;5,00E+05;0
1.224.427.133;28;1;17;8;3.571.242.025;1
2.990.458.674;64;4;17;8;4.481.069.137;0
9.475.896.428;70;1;20;3;2.056.761.272;1
3.874.813.505;20;0;20;5;3.540.352.919;1
1.296.015.309;58;2;3;5;1.990.523.872;1
8.554.619.306;51;2;18;6;4.106.397.668;0
1.180.255.006;31;2;17;3;2.707.970.065;1
6.281.702.464;45;2;11;7;3.987.177.076;1
1.081.777.893;30;3;4;7;3.477.557.561;1
20000;37;2;5;6;7.723.585.774;1
4.376.173.854;69;4;18;3;1.799.557.044;0
1.378.927.601;75;4;1;7;8.506.349.681;1
5.117.701.485;28;3;8;0;3.622.749.264;0
9.253.927.259;34;2;5;4;4.651.688.652;0
9.898.738.755;39;1;13;5;365.614.409;0
1.393.384.511;37;3;15;4;5,00E+05;1
9.205.177.728;63;0;20;0;1.885.865.192;1
1.071.139.429;20;2;19;0;3.679.877.902;1
3.169.321.534;46;3;18;3;9.075.824.923;1
1.493.420.079;24;0;19;1;1.808.748.775;1
109.382.145;30;3;13;5;1.188.597.932;1
1.093.234.616;80;2;7;1;2.594.609.223;1
1.203.543.059;53;1;18;2;131.241.636;0
3.364.632.329;40;1;19;0;4.461.436.253;1
1.119.608.941;57;2;12;5;179.699.983;0
5.466.904.415;60;2;5;1;2.331.100.593;0
1.018.407.279;63;1;20;2;4.161.067.236;1
687.036.422;47;4;12;1;6.387.277.664;1
20000;32;4;12;2;1.820.367.614;1
1.427.206.628;56;2;3;7;2.025.771.045;1
6.737.770.255;29;1;6;4;2.875.049.605;0
495.525.752;64;2;19;7;4.644.193.081;0
1.139.366.135;44;4;13;8;4.022.565.939;0
7.771.046.102;41;3;1;5;3.137.429.024;0
634.353.638;36;4;2;4;1.058.052.101;0
3.619.580.112;35;0;9;3;0;1
3.632.970.999;20;3;13;0;2.561.403.841;1
1.451.055.932;60;4;17;2;2.879.264.383;1
4.581.230.001;80;3;1;5;4.626.243.591;0
8.151.231.202;24;3;13;3;2.479.204.056;0
1.117.973.887;38;2;11;6;2.782.530.392;0
1.137.779.064;42;1;14;0;1.342.126.636;0
9.597.501.206;28;0;18;6;3.861.131.324;0
4.010.000.897;26;1;12;4;9.235.490.572;1
6.731.385.195;64;2;19;1;1.257.698.786;0
9.193.901.162;67;4;19;8;353.282.717;1
5.329.124.768;68;2;14;8;0;0
1.216.403.291;20;3;8;6;307.446.927;1
1.340.674.638;25;3;2;8;2.804.539.745;1
7.727.674.012;63;0;18;1;1.574.648.563;1
3.354.730.649;51;0;12;8;0;1
7.158.165.064;46;2;18;7;1.293.021.858;1
983.471.498;58;1;20;3;9.908.306.688;0
658.560.318;66;4;13;5;3.732.856.038;0
793.187.709;44;2;15;2;1.711.098.659;0
1.185.600.107;75;4;19;6;2.632.757.628;1
8.482.287.008;76;2;19;8;1.782.783.471;1
2.173.790.118;78;2;20;3;3.371.765.812;1
1.328.227.524;42;4;2;7;4.067.003.014;1
4.669.001.544;38;0;3;3;1.745.410.818;1
517.884.214;48;3;12;1;4.816.583.056;1
1.315.973.428;62;4;8;3;3.055.799.631;1
1.176.026.762;62;4;11;1;311.884.948;1
263.629.602;77;1;20;2;2.786.407.011;0
896.970.344;32;3;11;3;4.055.698.548;0
5.293.053.614;63;1;20;3;2.352.327.598;0
6.476.406.557;67;2;2;2;1.436.461.172;0
1.327.342.174;80;2;3;1;4.185.136.674;1
2.360.189.641;47;1;7;6;1.704.402.518;1
3.082.117.591;45;2;13;1;447.544.314;1
137.708.179;61;1;12;8;3.305.499.886;1
150000;53;3;12;2;1.084.012.089;1
116.877.807;50;3;11;7;294.980.828;0
1.264.305.506;78;1;12;4;3.437.001.412;1
20000;44;0;3;0;2.208.347.089;1
1.397.329.882;66;1;6;1;4.256.767.803;1
9.138.077.966;56;1;11;5;3.024.343.917;0
2.669.323.148;27;3;10;3;3.481.387.879;1
1.126.646.459;51;2;9;3;4.744.347.296;0
1.478.888.843;75;2;19;4;3.610.726.522;1
1.112.655.165;41;3;14;1;5.505.172.921;0
5.810.857.334;76;2;7;7;2.796.414.178;0
1.166.392.946;44;1;2;3;3.850.251.366;0
2.020.262.433;53;0;20;7;3.701.606.401;1
3.633.940.991;51;0;14;3;2.552.616.496;1
9.383.165.979;42;3;8;6;1.442.063.488;0
1.046.075.083;66;1;8;3;1.218.944.739;1
9.409.514.572;74;0;8;6;3.143.774.945;1
7.976.117.257;33;2;10;2;3.856.625.433;0
1.380.790.007;63;2;3;6;4.348.293.768;1
4.082.075.224;54;1;14;2;5,00E+05;1
6.454.447.643;78;4;17;7;4.374.617.477;0
1.311.248.917;23;1;19;7;1.926.610.231;1
1.069.545.261;40;0;1;6;3.014.938.468;0
8.299.199.589;78;3;19;5;9.678.545.409;1
2.327.330.841;34;3;6;3;2.545.874.325;1
1.060.290.159;20;2;6;0;4.794.547.582;1
5.314.089.511;57;3;1;1;302.195.902;1
2.549.070.701;24;4;9;3;1.070.849.625;1
341.417.386;67;0;16;7;4.863.959.265;0
9.195.347.343;52;1;11;0;2.879.569.099;0
4.166.286.461;79;3;10;8;4.350.348.248;0
7.734.460.805;79;4;20;7;3.166.654.589;1
150000;56;0;3;8;471.712.107;1
1.165.043.192;66;3;6;0;2.855.841.192;1
4.411.839.109;23;4;4;6;3.776.833.129;1
1.237.383.907;21;1;18;1;4.516.747.616;1
2.207.671.829;71;2;14;5;2.806.373.456;1
9.444.430.162;64;4;9;6;1.264.619.475;1
1.224.908.939;79;1;18;8;6.604.773.752;1
9.247.904.456;61;2;8;4;3.506.336.193;1
1.367.304.684;79;3;11;2;2.926.633.654;1
1.370.666.634;72;4;12;8;2.869.720.223;1
1.189.211.565;26;3;1;0;3.385.983.933;1
1.405.402.756;59;0;18;0;3.082.511.521;1
1.452.138.101;62;0;3;7;4.367.749.484;1
1.319.958.069;20;1;1;1;2.777.019.283;1
5.101.051.316;50;1;7;0;4.801.813.275;1
1.482.007.311;44;2;19;3;7.499.938.491;1
1.322.466.453;79;3;14;1;4.678.615.037;1
1.091.302.447;41;1;9;5;1.024.911.276;0
309.108.848;71;4;14;8;2.892.968.822;0
4.058.019.309;65;4;12;8;3.895.762.472;0
1.265.540.408;38;0;5;7;301.260.252;1
4.035.326.575;41;0;5;6;4.312.697.694;1
1.233.329.122;80;2;8;3;1.195.750.908;1
5.045.777.686;21;1;19;7;489.563.216;1
4.754.240.726;64;1;13;4;4.532.362.656;0
150000;76;2;10;1;3.899.597.558;1
7.019.008.447;20;4;3;0;3.684.003.953;0
116.433.384;37;0;19;6;3.369.249.872;1
1.404.114.464;20;4;14;3;3.373.724.148;1
9.034.905.013;71;4;17;1;8.375.882.641;1
4.978.106.201;28;2;8;4;1.360.606.104;0
101.404.342;39;3;18;7;9.900.267.092;0
6.107.318.276;68;0;6;1;3.056.344.057;0
8.387.495.308;62;2;1;6;8.709.766.188;1
1.141.368.173;50;1;10;3;6.396.570.366;0
142.135.923;63;1;5;3;6.417.957.075;1
1.123.378.763;64;3;11;8;747.281.743;1
6.610.099.315;22;0;1;2;1.338.333.802;0
1.132.745.842;31;3;16;4;2.004.475.129;1
7.595.576.218;63;1;1;1;697.882.347;1
9.492.584.565;55;0;14;8;9.825.205.823;0
5.391.619.066;24;2;7;6;4.239.094.298;0
1.253.960.458;50;2;12;6;497.719.186;1
1.352.618.667;39;4;2;1;2.979.520.997;1
281.538.264;20;4;18;7;4.595.747.642;1
5.518.813.785;22;4;11;4;2.953.378.688;0
1.062.989.017;51;1;5;1;1.599.150.469;0
1.147.043.879;64;0;3;2;4.445.011.689;1
4.421.137.717;53;1;4;0;3.238.083.508;1
116.173.947;54;4;7;6;4.565.305.633;0
2.512.073.824;76;0;2;3;1.304.170.187;0
4.819.531.877;27;4;20;8;1.863.170.349;1
1.172.192.255;35;0;20;2;3.522.304.885;1
9.137.735.359;47;3;20;6;4.966.311.848;0
1.067.761.297;57;4;8;2;3.275.279.911;0
8.082.761.142;77;1;16;7;2.199.931.864;1
1.459.738.647;55;4;3;1;3.635.950.656;1
7.497.706.828;69;3;20;7;5.462.723.021;0
4.803.317.283;59;2;8;4;8.593.960.649;1
2.750.095.335;22;2;5;2;1.724.312.583;1
1.223.496.858;50;3;13;1;2.261.251.159;0
1.072.757.504;51;2;18;7;4.731.491.105;0
5.101.198.822;46;0;5;5;5.943.715.225;1
4.245.052.404;72;3;10;2;407.117.558;0
7.976.793.209;36;4;3;4;349.846.631;0
8.317.450.322;24;3;8;2;2.519.054.749;0
8.298.360.598;65;2;11;4;3.110.297.943;1
793.429.612;44;4;13;8;4.248.884.189;0
1.448.444.864;39;3;4;8;2.425.061.429;1
1.090.033.161;38;0;10;3;1.947.515.651;1
4.376.080.845;69;4;8;6;4.026.404.151;0
4.822.252.924;27;3;16;1;1.508.283.867;0
1.367.299.996;78;4;8;1;4.203.718.649;1
1.320.930.566;47;3;13;4;1.499.956.364;1
1.256.284.475;55;0;18;4;1.866.888.608;1
2.055.505.669;63;0;5;1;1.249.934.542;1
501.225.618;40;0;3;0;8.546.129.512;1
3.412.610.225;44;0;3;4;1.098.147.447;1
4.896.172.457;41;2;15;1;178.647.533;1
841.596.108;55;4;1;2;2.036.313.978;0
8.413.419.493;68;1;10;1;2.067.439.337;1
5.954.672.551;27;2;16;5;2.963.318.404;0
4.524.665.115;29;4;6;6;4.085.299.601;1
7.227.020.313;30;4;5;4;3.679.500.572;0
6.567.857.449;75;3;17;2;4.308.270.013;0
1.061.880.603;26;2;12;5;1.570.206.222;1
6.055.124.242;38;4;5;0;1.995.965.473;0
1.046.911.763;33;0;7;1;249.928.629;1
8.364.607.336;24;4;7;2;271.015.418;0
1.158.318.441;20;1;6;5;4.461.572.631;1
9.995.754.158;65;3;9;1;2.108.005.944;1
4.758.189.374;75;0;7;7;4.446.309.262;0
2.546.524.742;42;0;20;3;3.772.638.032;1
2.503.841.543;59;2;19;6;1.038.183.188;1
140.737.634;64;4;9;1;2.126.062.276;1
7.988.949.351;69;1;4;5;2.802.883.027;1
7.324.409.551;71;1;14;8;3.575.264.342;0
962.161.513;49;2;18;4;4.904.302.876;0
796.913.579;77;1;5;6;1.858.358.832;1
3.666.027.557;33;4;17;6;8.794.612.585;1
3.698.026.282;61;1;18;0;2.495.425.925;0
6.387.610.276;56;1;2;6;1.373.636.688;1
2.730.147.298;20;2;8;8;3.024.698.025;1
7.917.740.822;57;1;9;3;2.889.791.983;0
6.316.293.221;75;4;1;2;3.687.903.889;0
7.511.607.129;31;1;9;1;4.737.133.659;0
1.440.263.539;80;3;16;3;1.281.778.456;1
4.111.258.607;65;4;19;1;3.172.535.442;0
4.984.959.733;56;3;19;0;7.784.663.002;1
6.801.781.565;68;1;9;7;3.972.826.191;0
5.076.367.156;48;3;20;5;435.552.087;1
1.165.189.753;57;3;19;5;4.512.189.426;0
1.367.994.139;25;3;11;5;1.454.691.188;1
3.978.747.603;36;3;20;7;4.207.364.407;1
1.224.928.831;24;1;11;8;4.586.738.561;1
3.296.333.265;43;2;19;5;9.955.544.391;1
1.389.938.461;22;3;17;2;1.955.821.077;1
8.618.750.624;37;1;11;1;5,00E+05;0
9.421.209.511;67;3;19;7;3.581.816.042;1
2.276.649.681;59;4;3;5;1.835.392.064;1
1.250.478.693;51;4;7;0;1.274.029.728;1
2.345.201.781;39;4;14;2;5,00E+05;1
9.828.815.031;24;1;6;3;4.447.393.177;0
9.733.660.452;45;2;2;4;3.199.862.874;0
4.823.639.874;31;0;5;5;4.943.303.204;1
5.580.356.431;43;0;13;7;2.377.003.937;1
1.215.040.752;49;3;11;6;1.433.171.531;0
6.325.644.377;54;3;14;7;3.122.409.542;1
113.970.593;26;0;20;6;4.371.794.268;1
8.272.180.712;55;4;3;7;1.078.069.226;0
1.465.517.458;66;3;1;0;1.693.124.147;1
8.315.962.092;31;3;8;5;2.477.909.863;0
8.590.011.742;47;2;14;8;1.564.898.033;0
8.081.799.196;68;0;18;6;1.081.463.371;1
8.320.049.621;51;0;6;1;437246.18;0
2.845.415.997;24;2;14;7;408.854.949;1
1.462.433.047;36;1;16;1;8.154.669.546;1
1.132.209.382;59;3;18;5;3.223.106.526;0
1.314.732.507;48;2;4;7;1.663.478.682;1
8.186.352.039;60;2;9;2;4.163.608.755;0
7.231.649.583;68;0;10;3;4.595.162.882;0
4.868.190.555;33;1;9;3;1.980.485.288;1
6.406.830.041;33;2;12;4;2.253.670.553;0
1.304.943.145;66;4;15;3;1.435.601.286;1
1.431.120.179;21;4;17;6;3.715.854.789;1
2.223.785.666;50;0;18;7;7.242.579.158;1
7.529.312.778;44;4;8;3;4.682.511.007;1
1.405.496.619;74;3;2;3;0;1
9.354.534.701;22;4;5;4;454.962.094;0
1.417.714.142;65;1;12;2;8.621.024.344;1
9.296.962.529;48;0;1;1;1.716.778.417;0
111.146.534;40;1;12;2;4.840.728.056;1
4.601.078.484;38;4;14;3;1.303.580.381;1
2.904.343.229;55;4;19;2;8.887.786.732;1
7.566.375.511;64;2;11;0;1.613.191.891;1
1.015.430.338;49;3;6;1;4.076.360.774;0
3.191.146.072;38;1;19;4;7.237.545.138;1
1.278.395.678;49;3;9;0;3.954.114.843;1
1.156.307.944;27;2;20;3;4.852.262.169;1
1.243.496.895;74;3;3;3;1.583.737.088;1
112.728.294;70;2;19;5;1.020.893.235;1
8.407.989.337;65;1;10;2;3.059.522.639;1
